step,sim_time,episode_id,episode_step,body_name,body_index,pos_w_x,pos_w_y,pos_w_z,quat_w_w,quat_w_x,quat_w_y,quat_w_z,lin_vel_w_x,lin_vel_w_y,lin_vel_w_z,ang_vel_w_x,ang_vel_w_y,ang_vel_w_z,lin_acc_w_x,lin_acc_w_y,lin_acc_w_z,ang_acc_w_x,ang_acc_w_y,ang_acc_w_z,incoming_joint_force_b_x,incoming_joint_force_b_y,incoming_joint_force_b_z,incoming_joint_torque_b_x,incoming_joint_torque_b_y,incoming_joint_torque_b_z
1,0.02,0,0,trunk,0,0.11827248334884644,-0.49165502190589905,0.39283761382102966,0.998522937297821,-0.001405672519467771,-0.0009748738957569003,-0.054304901510477066,0.23189663887023926,-0.06920578330755234,1.0607950687408447,-0.02290121652185917,0.034501347690820694,0.0240861177444458,10.159456253051758,0.05783122777938843,15.522396087646484,-35.55801010131836,26.950151443481445,2.671083450317383,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02,0,0,BL_hip,1,-0.26119688153266907,-0.3494683504104614,0.46436774730682373,0.9985228776931763,0.001440943917259574,-0.0011296842712908983,-0.05430186539888382,0.23050446808338165,-0.0798705518245697,1.0731933116912842,0.2946912944316864,-0.00014496967196464539,0.02475687302649021,10.940603256225586,0.17900066077709198,23.29828643798828,10.006945610046387,21.968294143676758,2.7641701698303223,5.56551456451416,-121.785400390625,-110.32972717285156,-27.168750762939453,28.979751586914062,-7.754251956939697
1,0.02,0,0,BR_hip,2,-0.2832450866699219,-0.551531195640564,0.4668036699295044,0.9985231757164001,0.0012780847027897835,-0.0011208276264369488,-0.05430212989449501,0.23551389575004578,-0.07867081463336945,1.0776886940002441,-0.3251483738422394,0.0674736499786377,0.02344777248799801,11.518404960632324,0.347233384847641,30.91798210144043,-53.064090728759766,28.86223602294922,2.6150264739990234,31.177125930786133,158.1728515625,-160.6893768310547,34.202484130859375,20.6848087310791,12.506816864013672
1,0.02,0,0,FL_hip,3,0.5191580653190613,-0.43457701802253723,0.47356319427490234,0.9985238909721375,-0.00025310509954579175,-0.0010375558631494641,-0.054303817451000214,0.23295189440250397,-0.05812174826860428,1.0456209182739258,-0.09082908928394318,0.04191162437200546,0.023942654952406883,11.238995552062988,2.563664436340332,3.385716438293457,-76.62816619873047,31.442903518676758,2.6117618083953857,-20.3095703125,85.96833801269531,-198.26451110839844,11.783029556274414,26.04029083251953,19.085819244384766
1,0.02,0,0,FR_hip,4,0.4971165060997009,-0.6366509795188904,0.47222545742988586,0.9985239505767822,-0.00031723958090879023,-0.0010340672452002764,-0.05430382117629051,0.23777185380458832,-0.05845294147729874,1.0508326292037964,-0.04932912811636925,0.037384361028671265,0.024030301719903946,11.780220031738281,2.537471294403076,10.855360984802246,-97.40802764892578,33.71684646606445,2.5902888774871826,-145.87664794921875,-73.4295883178711,-36.8877067565918,-12.095061302185059,39.063472747802734,-21.039302825927734
1,0.02,0,0,BL_thigh,5,-0.35372394323349,-0.3323352038860321,0.4648951292037964,0.9860817193984985,0.010028849355876446,0.15713682770729065,-0.053387194871902466,0.04616433382034302,-0.049920421093702316,1.345261812210083,0.7630332112312317,4.293271064758301,0.03771475329995155,3.096608877182007,0.9793671369552612,35.594520568847656,27.33791732788086,180.8236846923828,4.008337497711182,29.1939754486084,118.7585220336914,-178.575927734375,25.796260833740234,-15.741981506347656,11.717461585998535
1,0.02,0,0,BR_thigh,6,-0.3729071617126465,-0.5455072522163391,0.4678339660167694,0.9860336184501648,0.009883995167911053,0.15743976831436157,-0.05341028794646263,0.03604182228446007,-0.07659942656755447,1.3294974565505981,0.11373277753591537,4.09078311920166,0.034270092844963074,-0.20443367958068848,-1.6032404899597168,49.20149612426758,-30.211551666259766,238.1401824951172,2.862069845199585,24.585800170898438,161.69493103027344,249.73764038085938,-32.739112854003906,3.0920732021331787,12.087114334106445
1,0.02,0,0,FL_thigh,7,0.6092657446861267,-0.43736642599105835,0.47101831436157227,0.9852885007858276,0.008618464693427086,0.16204190254211426,-0.05361606925725937,0.0705861821770668,-0.04331060126423836,1.2680319547653198,0.4441463053226471,4.9458465576171875,0.022005237638950348,-1.5432387590408325,1.1718578338623047,12.916679382324219,-38.99596405029297,375.89373779296875,3.367461681365967,31.933950424194336,78.11255645751953,-227.62437438964844,9.003028869628906,6.281639575958252,14.989665031433105
1,0.02,0,0,FR_thigh,8,0.5933593511581421,-0.6509054899215698,0.4698866009712219,0.9858373999595642,0.008371392264962196,0.15866811573505402,-0.05365561693906784,0.009445618838071823,-0.036051589995622635,1.3125635385513306,0.45887643098831177,4.695916175842285,0.02158786915242672,-5.220433235168457,-0.9784976840019226,35.78774642944336,-63.66861343383789,342.56927490234375,3.7766590118408203,-135.81436157226562,81.2664794921875,129.06504821777344,-7.053064823150635,-31.997451782226562,15.613701820373535
1,0.02,0,0,BL_calf,9,-0.5922617316246033,-0.1796489804983139,0.24222925305366516,0.9871191382408142,-0.006698093377053738,-0.15048231184482574,-0.053906507790088654,-1.232459306716919,0.15975403785705566,1.5685003995895386,1.0877325534820557,7.269872188568115,0.046698398888111115,-118.13943481445312,15.788602828979492,-33.07917785644531,141.55067443847656,1225.03564453125,5.610616207122803,-129.3077850341797,-114.38111114501953,290.9721984863281,37.15446090698242,-43.49480056762695,-17.50548553466797
